subject_id,ability,release_time
20250804_codesweep_sweagent_kimi_k2_instruct,-0.1626755595207214,
20250804_epam-ai-run-claude-4-sonnet,2.608709812164306,
20250806_SWE-Exp_DeepSeek-V3,-0.9032151699066162,
20250807_mini-v1.7.0_gpt-5,1.247822880744934,
20250807_mini-v1.7.0_gpt-oss-120b,-2.0292062759399414,
20250807_mini-v1.7.0_kimi-k2-instruct,-0.6685789227485657,
20250807_openhands_gpt5,2.01025128364563,
20250819_ACoder,2.27002501487732,
20250822_mini-v1.9.1_glm-4.5,0.0203282684087753,
20250901_entroPO_R2E_QwenCoder30BA3B_tts,0.4838980436325073,
20250901_warp,2.385042428970337,
20250902_atlassian-rovo-dev,2.677611827850342,
20250915_JoyCode,2.312812805175781,
20250924_artemis_agent_v2,0.3779177963733673,
20250928_trae_doubao_seed_code,2.85325026512146,
20250929_Prometheus_v1.2_gpt5,1.7581003904342651,
20251021_SalesforceAIResearch_SAGE_bash_only,2.1514368057250977,
20251103_SalesforceAIResearch_SAGE_OpenHands,2.143653154373169,
20251103_sonar-foundation-agent_claude-sonnet-4-5,2.4456264972686768,
20251110_frogmini-14b,-0.619854748249054,
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,2.2006871700286865,
20251124_mini-v1.17.0_minimax-m2,0.7033087611198425,
20251201_mini-v1.17.1_glm-4.6,0.2334863841533661,
MiniMaxAI/MiniMax-M2,-0.6722710132598877,
Qwen/Qwen3-Coder-30B-A3B-Instruct,-0.6450528502464294,
Qwen/Qwen3-Coder-480B-A35B-Instruct,-0.6032570004463196,
claude-3-5-sonnet-20241022,-0.0765654891729354,2024-10-22
claude-3-7-sonnet-20250219,1.0661332607269287,2025-02-24
claude-3-opus,-2.905872344970703,2024-03-04
claude-4-opus-20250514,1.266193151473999,2025-05-14
claude-4-sonnet-20250514,2.1985108852386475,2025-05-14
claude-4.5-opus-medium,2.5573129653930664,2025-11-01
claude-4.5-sonnet-250929,1.821051001548767,2025-09-29
deepseek-v3.2-reasoner,0.5651564002037048,2025-12-01
entrpo-ekto-30b,-0.1012052595615387,2025-09-01
frogboss-32b-2510,0.0603387206792831,2025-10-22
gemini-2.5-flash,-2.4546260833740234,
gemini-2.5-pro,0.075354091823101,2025-06-17
gemini-3-pro-preview,2.471765756607056,2025-11-18
glm-4.5,1.1153870820999146,2025-07-27
glm-4.6,1.50519859790802,2025-09-29
gpt-4-1106,-2.3297622203826904,2023-11-06
gpt-4o-2024-05-13,-1.167314887046814,2024-05-13
gpt-4o-2024-08-06,-2.1411449909210205,
gpt-4o-mini,-3.9159996509552,
gpt-5-2025-08-07,1.894333004951477,2025-08-07
gpt-5-mini,0.4148906767368316,2025-08-07
gpt-5-nano,-1.5712194442749023,2025-08-07
gpt-5.1,0.035532359033823,
gpt-oss-120b,-1.0126830339431765,
gpt-oss-20b,-2.7141613960266118,
kimi-k2,1.6966910362243652,2025-09-04
llama-3.3-70B-instruct,-7.372242927551269,
minimaxm2,0.6013388633728027,2025-10-23
o1-preview,0.8140829801559448,2024-09-12
o3,0.937631368637085,2025-04-16
o3-2025-04-16,0.7594641447067261,2025-04-16
o3-mini,-0.841629147529602,2025-01-31
o4-mini,0.9431456327438354,2025-04-16
openai/gpt-oss-120b,-0.3446038365364074,
openai/gpt-oss-20b,-0.68149733543396,
qwen2.5-coder-32b-inst,-4.088133811950684,2024-09-19
qwen2_5coder32b,-7.760402679443359,
qwen3-coder-30b,-1.3080713748931885,
qwen3-coder-30b-a3b-instruct,-0.434074342250824,2025-07-31
qwen3-coder-480b,0.3191477656364441,
qwen3-coder-480b-a35b-instruct,1.2798763513565063,2025-07-23
